"Sale Price"	"Lot Size"	"Waterfront"	"Age"	"Central Air"	"Fuel Type"	"Condition"	"Living Area"	"Pct College"	"Full Baths"	"Half Baths"	"Bedrooms"	"Fireplaces"
113500	0.43	No	74	No	Electric	3	1010	47	1	1	2	1
399630	0.7	No	0	Yes	Oil	3	3021	57	2	1	4	0
170000	0.16	No	18	No	Gas	3	1514	40	1	1	3	1
168000	0.6	No	33	No	Oil	3	1910	64	2	1	4	1
133000	0.76	No	10	No	Electric	3	1812	44	1	1	3	0
218000	0.34	No	19	Yes	Gas	3	1952	54	2	1	4	1
168000	0.25	No	10	Yes	Oil	3	1893	52	2	1	4	1
137000	0.36	No	48	No	Oil	3	960	36	1	0	2	0
202000	0.47	No	28	No	Gas	3	1222	64	1	0	2	0
159900	0.46	No	24	No	Oil	3	1506	54	1	1	3	1
122500	0.1	No	18	No	Gas	3	1480	64	1	1	3	0
198255	0.46	No	0	Yes	Oil	3	1762	33	2	1	3	1
199900	0.27	No	133	No	Electric	3	1800	57	2	0	3	1
175000	0.31	No	24	Yes	Oil	3	1876	52	2	1	3	1
105000	0.49	No	227	No	Electric	3	1300	64	2	0	3	1
187000	1	No	61	No	Oil	3	1512	52	1	1	4	1
233600	0.5	No	3	Yes	Oil	3	2308	47	2	1	4	1
268900	0.28	No	3	Yes	Oil	3	1674	57	2	1	3	0
106000	0.48	No	34	No	Oil	3	1296	57	1	0	3	0
211000	0.29	No	31	Yes	Oil	3	1886	64	1	1	3	1
112500	0.06	No	17	No	Oil	3	1480	54	2	1	2	1
107000	0.28	No	82	No	Oil	3	1568	63	1	0	3	0
190400	0.17	No	16	No	Oil	3	1920	57	1	1	3	1
206000	0.1	No	17	No	Oil	3	1610	36	2	0	3	0
367595	0.41	No	1	Yes	Oil	3	3249	51	2	1	4	1
391035	0.45	No	0	Yes	Oil	3	3169	64	2	1	4	1
322411	0.17	No	0	No	Oil	5	2748	62	2	1	4	1
316000	0.29	No	4	No	Oil	3	1924	40	2	1	3	0
195150	0.5	No	36	Yes	Oil	3	2015	63	1	1	3	1
250560	0.3	No	1	No	Oil	3	2160	61	2	1	3	1
291500	0.09	No	0	Yes	Oil	3	1828	57	2	1	3	1
228000	1.44	No	3	No	Electric	3	1797	27	2	0	3	0
177000	0.08	No	25	Yes	Gas	3	1780	63	2	1	3	1
360000	0.35	No	2	Yes	Oil	3	2506	50	2	1	3	1
175000	0.52	No	55	No	Electric	3	1908	36	2	0	4	1
185000	0.13	No	18	No	Oil	3	1348	64	1	1	2	0
148000	0.39	No	31	Yes	Oil	3	1794	57	1	1	3	1
164900	0.08	No	24	Yes	Gas	3	1792	64	2	1	2	1
385000	0.17	No	72	No	Oil	3	2329	62	2	0	5	0
225000	0.41	No	31	No	Oil	3	1734	63	2	1	4	1
860000	1	No	3	Yes	Oil	4	4076	57	3	1	4	1
80000	0.17	No	20	No	Gas	3	924	63	1	0	2	0
180000	0.25	No	20	No	Gas	3	1227	64	2	0	2	0
210511	0.42	No	1	Yes	Oil	3	1404	50	2	0	3	1
434900	0.6	No	4	Yes	Oil	3	3271	63	2	1	4	1
251410	0.29	No	1	Yes	Oil	3	2733	63	2	1	4	1
326500	0.57	No	4	Yes	Oil	3	2768	64	2	1	4	1
335000	3.28	No	11	Yes	Electric	3	1900	43	2	1	3	1
155000	0.57	No	59	No	Oil	3	1498	75	1	0	2	1
135000	0.02	No	17	Yes	Gas	3	1296	64	2	1	2	0
437000	0.48	No	2	Yes	Oil	3	2901	61	2	1	4	1
392712	0.6	No	1	Yes	Oil	3	2808	64	2	1	4	1
205000	0.36	No	49	No	Electric	3	1964	60	1	0	2	1
199900	0.32	No	42	Yes	Oil	4	1528	62	1	1	3	1
219000	0.9	No	20	No	Oil	3	1816	57	1	1	3	1
155000	0.3	No	33	Yes	Oil	3	1368	62	2	0	3	1
149900	0.34	No	35	No	Oil	3	1658	71	1	1	3	1
174250	0.16	No	18	No	Gas	3	1592	40	1	1	3	1
350025	2.74	No	0	Yes	Oil	3	3500	52	2	1	4	1
139000	0.34	No	36	No	Electric	3	1040	39	2	0	3	0
105500	0.16	No	19	No	Oil	3	912	52	1	1	2	0
320000	0.24	No	1	Yes	Oil	3	2581	63	2	1	4	1
217400	0.43	No	27	No	Oil	4	2336	63	1	1	3	1
187000	1	No	5	No	Oil	3	1560	36	2	0	3	1
495000	0.58	No	10	Yes	Oil	3	3358	63	3	1	4	1
197900	0.5	No	3	Yes	Oil	4	1745	52	2	1	3	1
245000	0.47	No	19	No	Oil	3	2300	63	2	1	5	1
255000	0.25	No	12	No	Oil	3	1400	57	2	0	3	0
290200	1.43	No	17	No	Electric	3	2215	63	2	0	3	1
127200	0.28	No	104	No	Oil	3	1000	54	2	0	3	0
294000	3.32	No	0	Yes	Oil	3	3050	52	2	1	4	1
192145	0.17	No	0	No	Oil	3	1816	52	2	1	3	1
157731	0.54	No	36	No	Oil	3	1954	64	2	0	4	1
234000	0.56	No	31	No	Oil	3	2625	63	2	1	4	1
328900	0.32	No	5	Yes	Oil	3	2248	40	2	1	4	1
400370	0.28	No	0	No	Oil	3	3299	63	2	1	4	1
184000	0.5	No	34	Yes	Oil	3	1896	63	2	1	4	1
262000	0.46	No	0	No	Oil	3	2364	33	2	1	4	1
189900	0.16	No	75	No	Oil	3	1323	62	1	1	3	0
153600	0.14	No	15	Yes	Oil	3	1343	64	1	1	2	0
162500	0.18	No	13	No	Oil	3	1756	57	2	0	4	0
135500	1	No	20	Yes	Oil	2	1461	57	1	1	3	0
349900	0.44	No	0	No	Oil	4	2886	63	3	0	4	1
91900	0.29	No	34	No	Oil	3	1018	57	1	0	3	0
487000	0.69	No	4	Yes	Oil	3	2291	62	3	0	3	1
385900	0.56	No	7	No	Oil	3	2406	64	2	1	4	0
215000	0.14	No	130	No	Oil	3	1320	57	1	1	3	0
89625	0.21	No	0	No	Oil	3	840	51	1	0	2	0
126500	0.15	No	48	No	Electric	3	1318	57	1	0	4	0
138500	0.32	No	36	Yes	Oil	3	1558	54	1	0	3	1
260000	0.54	No	18	No	Oil	3	1983	61	2	1	4	1
60000	0.01	No	13	No	Oil	3	960	41	1	1	2	0
122000	0.17	No	16	No	Gas	3	1240	52	1	1	2	1
140000	0.16	No	37	Yes	Oil	3	864	57	1	1	3	0
126000	2.5	No	10	No	Electric	3	1170	57	2	0	2	0
168000	0.27	No	33	No	Oil	3	1272	62	1	0	3	0
175495	0.23	No	0	No	Oil	3	1734	64	2	1	3	0
199500	1.5	No	65	No	Electric	3	1525	75	1	0	3	2
245000	0.48	No	37	No	Oil	3	2310	63	2	1	5	1
415000	0.54	No	11	Yes	Oil	3	3260	64	2	1	4	1
294000	0.38	No	4	Yes	Oil	3	1996	63	2	1	3	1
228000	0.29	No	10	Yes	Oil	3	1914	82	2	1	4	1
254000	0.3	No	2	Yes	Oil	3	1914	64	2	0	3	0
292000	1.29	No	6	Yes	Electric	3	2053	64	2	1	3	1
209900	0.63	No	34	No	Oil	3	1196	64	1	0	4	1
114000	0.21	No	104	No	Oil	3	1476	38	1	1	4	0
144000	0.44	No	15	No	Gas	3	1676	51	1	1	4	1
389000	0.63	No	3	Yes	Oil	3	3440	63	2	1	4	1
158000	0.66	No	6	No	Oil	3	1476	36	2	0	3	0
650000	2	No	18	Yes	Oil	4	3684	62	3	1	4	2
110000	0.35	No	41	No	Oil	3	960	38	1	0	3	0
133000	0.45	No	27	No	Gas	3	1371	57	1	0	3	0
367000	0.38	No	6	No	Oil	3	2651	40	2	1	3	1
244950	0.19	No	10	Yes	Oil	3	1540	62	2	0	3	0
99078	0.22	No	45	No	Electric	3	2550	27	2	1	3	1
149000	0.91	No	134	No	Oil	3	2145	41	1	1	5	0
125000	0.13	No	114	No	Oil	3	1107	57	1	0	1	0
309278	0.02	No	17	Yes	Oil	3	1650	57	2	1	2	1
157000	0.16	No	17	No	Gas	3	1492	54	2	1	3	1
110000	1	No	61	No	Electric	3	1013	64	1	0	3	0
245000	1	No	7	No	Oil	4	2038	54	2	1	4	1
118000	0.15	No	17	No	Gas	3	1240	54	1	1	2	0
143000	4.25	No	75	No	Electric	2	1600	62	1	1	4	0
30000	0.28	No	66	No	Electric	2	1050	27	1	0	2	0
113000	0.06	No	13	Yes	Oil	3	1290	57	1	1	2	1
155000	3.1	No	103	No	Electric	3	1646	30	1	0	4	1
415000	0.23	No	6	Yes	Oil	3	2964	57	2	1	4	1
262000	0.29	No	5	Yes	Electric	3	1487	36	3	0	3	0
166900	0.75	No	3	No	Oil	3	1272	38	1	1	3	0
253750	2	No	0	Yes	Oil	4	2816	71	2	1	4	1
311000	0.54	No	10	Yes	Oil	3	2120	40	2	1	3	0
191000	0.73	No	7	No	Oil	3	1678	52	2	1	3	1
118000	0.22	No	17	No	Oil	3	1480	54	1	1	3	0
194900	0.39	No	9	No	Oil	3	1099	51	1	0	2	0
213900	0.3	No	1	No	Oil	4	2237	63	2	1	4	1
110000	0.25	No	14	Yes	Gas	3	1290	57	1	1	2	0
294000	0.42	No	15	Yes	Oil	3	3654	64	2	1	4	1
152673	0.12	No	1	Yes	Oil	3	1242	41	2	0	2	1
235000	0.31	No	11	No	Oil	4	1344	57	2	0	3	0
135900	0.14	No	1	No	Oil	4	1498	64	2	1	2	1
139062	0.69	No	33	No	Oil	3	1440	44	2	0	3	2
290000	0.63	No	13	Yes	Oil	3	2620	62	2	1	4	1
186000	0.16	No	2	Yes	Oil	3	1247	57	2	0	3	0
186000	0.27	No	114	No	Oil	3	1660	57	1	1	4	1
475000	1.11	No	1	Yes	Oil	3	2645	62	2	1	3	1
318310	0.23	No	1	No	Oil	3	2616	62	2	1	4	1
128100	0.25	No	38	No	Oil	2	1490	57	1	1	3	0
105000	0.16	No	17	No	Gas	3	912	52	1	1	2	1
146810	0.38	No	24	No	Oil	3	1664	64	2	0	3	1
195000	0.55	No	34	No	Oil	3	2310	64	2	1	4	1
270000	0.39	No	21	No	Oil	3	1910	64	2	1	4	1
161000	0.31	No	10	Yes	Oil	3	1542	52	2	1	3	0
282500	0.05	No	12	Yes	Oil	3	1550	57	2	1	2	1
266900	1.19	No	0	Yes	Oil	3	2499	63	2	1	4	1
179400	1.48	No	1	No	Oil	3	2160	27	2	1	4	0
165000	0.33	No	9	No	Oil	3	1341	54	2	0	2	0
100000	0.16	No	16	Yes	Oil	3	1480	52	1	1	3	1
320210	0.81	No	1	No	Oil	3	2492	40	2	1	3	1
268500	0.31	No	12	Yes	Oil	3	2299	64	2	1	4	1
276550	0.4	No	1	No	Oil	3	2498	40	2	1	4	1
303000	0.16	No	128	No	Oil	3	1414	62	2	1	2	0
132000	0.24	No	51	No	Oil	3	960	38	1	0	3	0
151000	0.37	No	33	Yes	Oil	3	1239	62	1	0	3	1
314500	1.64	No	10	Yes	Oil	3	1836	51	2	1	4	0
115000	0.06	No	16	No	Gas	3	1302	64	1	1	2	0
157000	0.16	No	18	No	Gas	3	1240	40	2	0	3	0
239900	0.38	No	12	No	Oil	3	2008	36	2	0	3	1
179900	0.57	No	7	No	Oil	3	1158	64	1	1	3	0
153000	2.06	No	6	No	Electric	3	1508	30	2	0	3	0
166344	0.31	No	0	No	Oil	3	1640	47	1	1	3	0
405000	0.58	No	6	No	Oil	3	3124	57	3	0	4	1
204580	2.26	No	6	No	Electric	3	1344	50	2	0	3	0
214000	0.25	No	39	No	Oil	2	1490	57	1	1	3	0
263800	0.35	No	4	Yes	Oil	3	1911	57	2	1	3	1
200600	0.24	No	0	No	Oil	3	1425	64	2	0	3	0
319449	0.39	No	1	No	Oil	3	2699	40	2	1	4	1
225000	0.27	No	9	Yes	Oil	3	1952	54	2	1	3	1
278000	0.69	No	37	No	Oil	3	2310	61	2	1	5	1
244900	0.74	No	0	No	Oil	4	1931	63	2	0	3	1
139100	0.06	No	21	No	Gas	3	1479	63	1	1	3	0
207635	0.31	No	1	No	Oil	3	1710	63	2	1	3	1
158000	0.46	No	27	No	Gas	3	960	36	1	0	2	0
150000	2.34	No	204	No	Oil	3	2832	63	2	0	4	1
155000	0.41	No	13	No	Oil	3	1944	51	1	1	3	1
179900	0.38	No	38	Yes	Oil	3	1400	62	1	0	4	1
234672	0.35	No	1	No	Oil	5	2250	54	2	1	3	0
315000	0.17	No	4	Yes	Oil	3	1407	62	2	0	3	1
263000	0.29	No	4	Yes	Oil	3	2195	62	2	1	3	1
219000	0.4	No	30	No	Oil	3	2310	63	2	1	4	1
257732	0.23	No	9	No	Oil	3	1600	40	2	1	3	1
310000	0.17	No	169	No	Oil	3	3347	57	2	1	6	2
450000	2.02	No	13	No	Oil	3	3136	64	2	1	4	0
381500	0.15	No	2	Yes	Oil	3	2162	57	2	1	3	1
244900	0.46	No	15	Yes	Oil	3	2027	63	2	1	3	1
120000	2.6	No	10	No	Electric	3	2206	57	2	1	3	1
375000	0.14	No	6	Yes	Oil	3	2252	57	2	1	3	0
125000	0.32	No	18	No	Gas	3	945	63	1	0	2	1
195000	0.42	No	38	No	Oil	3	1552	63	1	1	4	1
332000	1	No	11	Yes	Oil	3	2734	63	2	1	3	0
279156	0.08	No	0	Yes	Oil	3	2637	64	2	1	4	1
149000	0.32	No	27	No	Oil	3	1760	41	1	0	4	0
287600	0.07	No	0	Yes	Oil	3	2242	57	2	1	3	0
335000	0.62	No	2	Yes	Oil	3	2906	64	2	1	4	1
368193	0.72	No	0	Yes	Oil	3	3433	64	2	1	4	1
569000	0.46	No	2	Yes	Oil	4	2972	62	3	0	5	1
115000	0.15	No	17	No	Gas	3	1385	54	1	1	2	0
262900	0.18	No	4	No	Oil	3	1785	40	2	1	3	0
183000	0.19	No	26	Yes	Oil	3	1132	64	1	0	2	1
369900	0.98	No	2	No	Oil	3	2360	57	3	0	4	1
190000	0.12	No	21	Yes	Oil	3	1227	61	2	0	2	1
279489	0.24	No	0	No	Oil	3	2614	63	2	1	4	1
275000	0.28	No	18	Yes	Oil	3	2096	64	3	0	3	1
225000	0.63	No	3	Yes	Oil	3	2235	52	2	1	4	1
510175	0.54	No	0	Yes	Oil	3	3404	61	2	1	4	1
165000	5.71	No	213	No	Electric	3	2592	57	2	0	4	1
154900	0.46	No	14	Yes	Oil	3	1136	52	2	0	3	0
44000	0.18	No	139	No	Electric	3	1248	20	1	1	3	0
265400	0.36	No	27	No	Oil	3	2612	61	2	1	4	1
381220	0.24	No	0	Yes	Oil	3	2716	57	2	1	3	0
159500	0.21	No	18	No	Gas	3	1278	21	1	0	3	0
279900	0.47	No	6	Yes	Oil	3	2340	64	3	1	4	1
160000	0.14	No	12	Yes	Oil	3	1064	63	1	1	2	0
152000	0.21	No	16	No	Oil	3	1253	63	1	1	2	1
162515	0.36	No	0	No	Oil	3	1590	57	2	1	3	1
214325	0.42	No	0	Yes	Oil	4	2554	64	2	1	4	1
324000	0.43	No	1	Yes	Oil	4	2392	43	2	1	3	0
245000	0.42	No	18	Yes	Oil	3	2045	63	2	1	4	1
188500	0.57	No	32	No	Oil	3	2608	64	2	1	4	1
460000	0.71	No	1	Yes	Oil	3	3152	63	3	1	4	1
80500	0.01	No	14	No	Oil	3	960	33	1	1	2	0
101000	0.16	No	19	No	Gas	3	912	52	1	1	2	0
82900	0.25	No	19	No	Oil	2	1412	57	1	1	2	1
199900	0.21	No	17	Yes	Oil	3	1180	64	1	1	2	1
136990	0.06	No	20	No	Oil	3	1480	63	1	1	3	1
67000	0.92	No	39	No	Electric	2	1280	21	1	0	3	1
141000	0.16	No	17	No	Gas	3	1514	54	1	1	3	0
102800	0.08	No	18	No	Gas	3	1140	64	1	1	2	0
159000	0.86	No	11	No	Oil	3	1728	36	2	1	4	0
215100	1.29	No	4	No	Oil	3	1505	36	3	0	3	0
161200	2	No	20	No	Electric	3	1320	60	2	0	3	0
202000	0.23	No	62	No	Gas	3	1466	54	1	0	3	1
290000	0.48	No	17	Yes	Oil	3	2352	63	2	1	3	2
191405	0.71	No	0	Yes	Oil	3	1766	52	2	0	3	1
150000	0.41	No	24	Yes	Oil	3	2488	57	2	0	3	1
108875	0.42	No	0	No	Oil	3	1580	36	2	0	3	0
129000	0.29	No	38	No	Oil	3	1300	44	1	1	4	1
345000	0.56	No	20	Yes	Oil	4	3389	57	2	1	5	1
150000	0.15	No	17	No	Gas	3	1385	54	1	0	2	1
155547	0.14	No	105	No	Oil	3	1669	33	1	1	3	0
399900	0.53	No	3	Yes	Oil	4	2688	50	2	1	4	1
298700	6.5	No	27	No	Gas	3	2232	40	1	1	4	2
182900	0.29	No	0	No	Oil	4	1772	64	2	0	3	1
350000	0.56	No	8	No	Oil	3	2760	63	3	1	4	1
422500	0.79	No	1	Yes	Oil	3	2306	61	2	1	3	1
525000	1.43	No	17	Yes	Oil	3	3982	64	3	1	4	2
265000	0.36	No	2	Yes	Oil	3	1865	36	2	1	3	1
171000	0.37	No	18	Yes	Oil	3	1548	52	2	0	3	1
126100	0.15	No	17	No	Gas	3	1385	54	1	1	2	0
175000	0.41	No	88	No	Electric	3	1574	33	1	0	3	0
189540	0.27	No	0	No	Oil	3	1728	64	2	1	3	1
124000	0.09	No	13	No	Gas	3	920	40	1	0	3	0
259500	0.3	No	15	Yes	Oil	3	2219	57	2	1	4	1
226497	1.5	No	0	No	Oil	4	1956	54	2	1	3	0
160000	0.25	No	15	Yes	Gas	3	1290	57	1	1	2	0
139900	0.2	No	6	No	Oil	3	1058	35	1	1	2	0
159000	0.22	No	18	Yes	Oil	3	1180	63	1	1	2	1
367000	0.03	No	19	Yes	Oil	3	1815	62	2	1	2	1
222500	0.68	No	20	No	Oil	4	2002	71	2	1	3	1
119680	0.02	No	120	No	Electric	3	524	64	1	0	2	0
120975	0.13	No	0	No	Oil	3	1380	36	2	0	3	0
195000	0.12	No	8	Yes	Oil	3	1728	38	2	1	3	0
263000	0.77	No	12	No	Oil	3	1512	36	2	0	3	1
205000	0.31	No	16	No	Oil	3	1760	52	2	0	3	1
120000	0.34	No	21	No	Oil	2	1392	57	1	1	3	0
166000	0.14	No	16	Yes	Gas	3	1343	63	2	1	2	1
380000	0.23	No	7	Yes	Oil	3	1828	62	2	1	3	1
210000	0.37	No	18	No	Oil	3	2263	64	2	1	4	1
95000	0.7	No	48	No	Oil	3	1080	57	1	0	2	0
644091	2.54	No	1	Yes	Oil	3	3953	54	3	0	4	1
82500	0.18	No	104	No	Electric	3	1678	36	1	1	4	0
194000	6.15	No	64	No	Electric	3	1960	64	1	1	3	1
251325	0.23	No	0	Yes	Oil	3	2188	64	2	1	4	1
136500	0.46	No	47	No	Oil	3	775	54	1	0	2	0
279900	0.46	No	9	Yes	Oil	3	2120	64	2	1	4	1
182900	0.61	No	1	No	Oil	3	2139	64	2	1	4	1
204000	0.94	No	11	No	Oil	3	1773	64	1	1	3	0
453275	0.64	No	1	Yes	Oil	4	2807	51	2	1	3	1
165000	0.55	No	11	No	Electric	3	2038	27	2	0	4	0
186000	0.48	No	13	No	Oil	3	2274	64	2	1	4	1
135900	0.2	No	1	No	Oil	4	1498	64	2	1	2	1
239900	0.41	No	39	No	Oil	3	1960	57	2	0	4	0
199000	0.23	No	11	No	Oil	3	1654	54	2	1	3	0
130000	0.16	No	25	Yes	Oil	3	1080	54	1	0	2	1
219000	0.49	No	7	No	Oil	3	1825	64	2	1	3	0
194900	0.48	No	17	Yes	Oil	3	1897	64	2	1	4	1
97000	0.17	No	19	No	Oil	3	912	52	1	1	2	0
153000	0.03	No	9	Yes	Oil	3	1480	57	2	1	2	1
165830	0.06	No	20	Yes	Oil	3	1375	64	1	1	2	1
263900	1.01	No	1	Yes	Oil	3	2016	33	2	1	3	1
217561	0.37	No	0	Yes	Oil	3	2602	57	2	1	3	1
419680	0.67	No	0	Yes	Oil	4	3544	57	2	1	4	1
126000	0.34	No	45	Yes	Oil	3	1316	60	1	0	3	1
126000	0.29	No	32	No	Oil	3	1368	57	1	0	3	0
194900	0.35	No	2	Yes	Oil	3	1678	33	2	1	3	1
166000	0.35	No	14	No	Oil	3	1784	52	1	1	3	1
470000	3.02	No	17	Yes	Oil	3	3768	82	4	0	6	2
319900	0.67	No	6	Yes	Oil	3	2725	64	2	1	5	1
121680	0.15	No	16	No	Gas	3	1385	52	1	1	2	0
146500	0.02	No	20	Yes	Gas	3	1281	64	2	1	2	0
199000	0.46	No	37	No	Oil	3	2302	64	2	1	4	1
207000	0.33	No	16	No	Gas	3	1801	54	1	1	3	0
228000	0.28	No	31	Yes	Oil	3	1886	64	1	1	3	1
291000	0.51	No	2	No	Oil	4	2469	57	2	1	4	1
130900	0.11	No	1	Yes	Oil	3	840	36	1	0	2	0
262500	0.73	No	22	Yes	Oil	3	2000	64	2	1	3	0
338000	0.37	No	1	Yes	Oil	3	3017	61	2	1	4	1
323168	0.08	No	0	No	Oil	3	2842	63	2	1	4	1
480000	2.25	No	8	Yes	Oil	3	3104	77	2	0	3	1
248645	0.5	No	0	No	Oil	3	2082	52	2	1	3	1
240000	0.45	No	35	No	Oil	3	1846	64	1	1	3	1
249900	0.5	No	1	Yes	Oil	4	1700	52	2	0	3	1
377900	0.56	No	1	Yes	Oil	3	3352	64	2	1	4	1
329900	0.55	No	5	Yes	Oil	3	3168	64	4	0	4	2
237500	0.5	No	15	Yes	Gas	3	2034	63	2	1	4	1
155000	0.19	No	70	No	Electric	3	1152	50	2	0	4	1
131500	0.06	No	20	Yes	Oil	3	1480	63	1	1	3	1
177000	0.57	No	27	No	Oil	3	1368	62	1	0	3	0
301000	0.03	No	19	Yes	Oil	3	2064	62	2	1	3	1
319000	0.46	No	26	Yes	Electric	3	2588	64	2	1	4	1
79900	0.36	No	46	No	Oil	3	672	38	1	0	2	0
328000	0.31	No	3	Yes	Oil	3	2498	57	2	1	4	1
295900	0.15	No	145	Yes	Oil	3	1586	62	1	1	2	0
201000	0.58	No	208	No	Electric	3	1500	71	1	1	4	2
108900	0.16	No	17	No	Gas	3	908	52	1	0	2	0
187900	0.28	No	0	No	Oil	4	1772	64	2	0	3	1
155000	0.75	No	53	No	Electric	3	1608	57	2	0	3	1
274779	0.55	No	1	Yes	Oil	3	2969	64	2	1	4	1
229900	0.66	No	0	Yes	Oil	3	1868	39	2	0	2	1
190000	0.35	No	16	No	Oil	3	2025	64	2	1	4	1
289250	0.42	No	14	No	Electric	3	2560	64	2	1	4	1
221110	0.26	No	1	Yes	Oil	3	2072	41	2	1	3	1
279000	0.43	No	38	No	Oil	3	2498	64	2	1	4	1
207000	0.3	No	38	No	Oil	3	1944	62	1	1	5	0
400000	0.12	No	7	Yes	Oil	3	2115	62	2	1	3	0
344000	0.53	No	3	No	Oil	3	2895	63	2	1	4	1
293965	0.01	No	0	Yes	Oil	4	1589	57	2	0	2	1
399500	0.37	No	1	Yes	Oil	3	2960	40	2	1	4	1
116000	0.16	No	20	No	Gas	3	912	54	1	1	2	0
120000	0.35	No	7	No	Oil	3	1148	44	1	0	3	0
266500	0.52	No	18	No	Gas	3	1608	64	2	1	3	0
195000	0.29	No	3	No	Oil	3	1552	36	2	1	3	1
50000	0.14	No	73	No	Electric	3	840	35	1	0	2	0
